,r1,r2,ss
0,0.2760686677291976,0.10660228573871244,-0.1471188401652647
1,0.2964662105899611,0.1178488495160081,-0.15449281429818068
2,0.28298762581025155,0.1059203109966991,-0.15810784797250624
3,0.28586244949810863,0.09947096901938307,-0.15324318367108086
4,0.3175046008660916,0.09593968956380516,-0.1600810545278999
5,0.29703221335622926,0.12109441329350698,-0.15805068924927368
6,0.2825369418677922,0.10791147546982115,-0.14795580005497463
7,0.303210700274308,0.1175271010014608,-0.15156412574257522
8,0.29519319033190206,0.12203874359087376,-0.158821392011064
9,0.3170417123937236,0.09727860627663996,-0.15661182651440056
10,0.33193372500635515,0.11141167670618507,-0.16269767422047518
11,0.3182906512006061,0.11168467632593068,-0.1724729019083935
12,0.30027803936923403,0.11743046137731669,-0.16028947591145865
13,0.2872800366755489,0.10460294674626008,-0.15449546552721796
14,0.2824217796479954,0.10540381167561275,-0.14644610088381704
15,0.289359720736561,0.11971754625621371,-0.15332316728179682
16,0.2808113434099397,0.10478496226913256,-0.1508769502874907
17,0.29657918373203956,0.11950258211423122,-0.15790417302645238
18,0.29194333257582694,0.12373915917154227,-0.15439043765189842
19,0.28586244949810863,0.09947096901938307,-0.15324318367108086
20,0.3175046008660916,0.09593968956380516,-0.1600810545278999
21,0.29703221335622926,0.12109441329350698,-0.15805068924927368
22,0.2944158134786067,0.1175211011841037,-0.1560133097325166
23,0.33456642505154377,0.11071778532279775,-0.1611472605662225
24,0.28383555534033555,0.10606133497059923,-0.15153719648807568
25,0.33417770543568365,0.11092650263662296,-0.15995555751348456
26,0.2924414842631217,0.11770780153504293,-0.15817381832611627
27,0.2966413672616559,0.11901684513032414,-0.1589965191633685
28,0.29827142939884993,0.11704763607205751,-0.15381770197079317
29,0.2784606821255454,0.10558090116909305,-0.15222985561281235
30,0.29900141784678524,0.12010897094553814,-0.15486975437808037
31,0.2857928328187991,0.10420079762406809,-0.15044602619223071
32,0.2807407797062306,0.10192857617635445,-0.1499810852436239
33,0.327305810033007,0.11017295694969406,-0.15757021650734246
34,0.2831342825942844,0.10300399551298015,-0.15383520186960828
35,0.29452153686113375,0.1193231856661645,-0.15645316870179551
36,0.2922250036228562,0.11925227978887896,-0.1553293976770567
37,0.28049324113574664,0.10643096584289635,-0.15286768873951595
38,0.2790134249115503,0.10516743284601686,-0.15415137976985605
39,0.28154095779858396,0.10706171762996254,-0.1557235276004609
40,0.28164003443649555,0.10678499339444619,-0.15376804432801913
41,0.28036862899613973,0.10665627797668847,-0.15057741879645667
42,0.27966633320490614,0.11322658161673557,-0.14208651502795502
43,0.29491137516208266,0.1190961095516979,-0.15856133245037868
44,0.32482284525150673,0.11279427677856463,-0.17097556191667992
45,0.2784606821255454,0.10558090116909305,-0.15222985561281235
46,0.2947832283079918,0.12274880515498762,-0.15591308031233736
47,0.2857928328187991,0.10420079762406809,-0.15044602619223071
48,0.2852978327275885,0.1090154765212986,-0.15073619541146782
49,0.29467140240616513,0.1223968515947837,-0.15569359466528426
50,0.28159839825590943,0.10494759859139415,-0.15028928694892685
51,0.29452153686113375,0.1193231856661645,-0.15645316870179551
52,0.2876568940872402,0.11912950050832982,-0.1485222968428285
53,0.2980321972568025,0.12125392519388006,-0.14676921386776423
54,0.2790134249115503,0.10516743284601686,-0.15415137976985605
55,0.28806160278758597,0.10595166703477896,-0.15095390491633767
56,0.2985558286123316,0.12027310631983373,-0.15797310979897203
57,0.29651790933697325,0.11643697068863612,-0.15768844480728444
58,0.2892293353332716,0.10651527483302656,-0.15250900239544185
59,0.2808113434099397,0.10478496226913256,-0.1508769502874907
60,0.29657918373203956,0.11950258211423122,-0.15790417302645238
61,0.29194333257582694,0.12373915917154227,-0.15439043765189842
62,0.28586244949810863,0.09947096901938307,-0.15324318367108086
63,0.2946667917192411,0.12202903446177353,-0.15404255095507827
64,0.2945815936697965,0.12182674637436335,-0.15206081118013925
65,0.2825369418677922,0.10791147546982115,-0.14795580005497463
66,0.33456642505154377,0.11071778532279775,-0.1611472605662225
67,0.28383555534033555,0.10606133497059923,-0.15153719648807568
68,0.33417770543568365,0.11092650263662296,-0.15995555751348456
69,0.2924414842631217,0.11770780153504293,-0.15817381832611627
70,0.2966413672616559,0.11901684513032414,-0.1589965191633685
71,0.30027803936923403,0.11743046137731669,-0.16028947591145865
72,0.30075459697926754,0.11567892696865116,-0.16174150181574198
73,0.2824217796479954,0.10540381167561275,-0.14644610088381704
74,0.289359720736561,0.11971754625621371,-0.15332316728179682
75,0.3006559018422744,0.11788594678084452,-0.15749206351999961
76,0.29657918373203956,0.11950258211423122,-0.15790417302645238
77,0.29988210328715265,0.11814956027575191,-0.1585153863472578
78,0.27030348133962784,0.10585723881877067,-0.1506408556983781
79,0.2922250036228562,0.11925227978887896,-0.1553293976770567
80,0.28049324113574664,0.10643096584289635,-0.15286768873951595
81,0.2790134249115503,0.10516743284601686,-0.15415137976985605
82,0.29551670047826617,0.1182094633039036,-0.16201310382822867
83,0.28164003443649555,0.10678499339444619,-0.15376804432801913
84,0.28036862899613973,0.10665627797668847,-0.15057741879645667
85,0.27966633320490614,0.11322658161673557,-0.14208651502795502
86,0.2809924849162504,0.10697259999507808,-0.14843764796515585
87,0.29827142939884993,0.11704763607205751,-0.15381770197079317
88,0.2784606821255454,0.10558090116909305,-0.15222985561281235
89,0.2947832283079918,0.12274880515498762,-0.15591308031233736
90,0.2857928328187991,0.10420079762406809,-0.15044602619223071
91,0.2852978327275885,0.1090154765212986,-0.15073619541146782
92,0.29467140240616513,0.1223968515947837,-0.15569359466528426
93,0.28159839825590943,0.10494759859139415,-0.15028928694892685
94,0.29452153686113375,0.1193231856661645,-0.15645316870179551
95,0.2876568940872402,0.11912950050832982,-0.1485222968428285
96,0.2980321972568025,0.12125392519388006,-0.14676921386776423
97,0.2790134249115503,0.10516743284601686,-0.15415137976985605
98,0.28154095779858396,0.10706171762996254,-0.1557235276004609
99,0.28164003443649555,0.10678499339444619,-0.15376804432801913
